drug_1	drug_2
DB00860	DB00543
DB00540	DB00860
DB00869	DB00373
DB00318	DB01114
DB00905	DB00484
DB00783	DB13129
DB00977	DB13129
DB00286	DB13129
DB00860	DB00975
DB01222	DB00540
DB01395	DB00977
DB06730	DB00977
DB00304	DB00977
DB00294	DB00977
DB01390	DB00338
DB00766	DB01607
DB01606	DB00319
DB00766	DB01060
DB00415	DB09324
DB00286	DB00603
DB00286	DB06401
DB01234	DB00684
DB01234	DB06812
DB01395	DB00783
DB01015	DB00440
DB01098	DB00331
DB09324	DB01329
DB01197	DB00999
DB00884	DB06724
DB01029	DB00999
DB00169	DB00630
DB00335	DB01115
DB00381	DB01029
DB09096	DB00210
DB12783	DB01235
DB00222	DB01132
DB00796	DB00381
DB11638	DB13941
DB00627	DB11629
DB00796	DB00999
DB00852	DB00455
DB00722	DB00999
DB09568	DB03756
DB00338	DB01009
DB00338	DB00945
DB01598	DB01597
DB06282	DB00852
DB00381	DB00790
DB00175	DB01039
DB00612	DB00999
DB01190	DB09096
DB00783	DB00717
DB00471	DB00455
DB01050	DB00927
DB09082	DB08906
DB01410	DB00983
DB01261	DB00641
DB00852	DB00341
DB01098	DB13873
DB00381	DB08822
DB00750	DB00281
DB00967	DB00852
DB01098	DB00275
DB02703	DB00443
DB00571	DB00999
DB00876	DB00999
DB00165	DB00366
DB14512	DB00983
DB11288	DB12243
DB00972	DB00588
DB00790	DB00808
DB14596	DB00684
DB00986	DB00983
DB00275	DB00999
DB04703	DB08995
DB01340	DB00999
DB00394	DB00983
DB01020	DB01115
DB09083	DB00264
DB00047	DB09265
DB00584	DB01054
DB01183	DB00921
DB00205	DB01299
DB00768	DB00764
DB00275	DB09230
DB01050	DB00302
DB01021	DB01029
DB00423	DB09212
DB13165	DB00484
DB04878	DB01252
DB01166	DB01381
DB01234	DB00537
DB06742	DB12472
DB00203	DB04884
DB00091	DB12310
DB00331	DB09198
DB09564	DB06655
DB00814	DB00953
DB01005	DB00900
DB00281	DB09085
DB00477	DB00738
DB00514	DB00908
DB01620	DB06711
DB01190	DB00639
DB00295	DB00497
DB00692	DB00871
DB00448	DB00945
DB00814	DB00921
DB00295	DB00704
DB00828	DB00684
DB00668	DB00544
DB00182	DB01018
DB15566	DB00684
DB01275	DB00883
DB01050	DB00956
DB00828	DB00479
DB00718	DB00709
DB01156	DB00514
DB08639	DB04835
DB00814	DB00297
DB00512	DB00798
DB00260	DB08815
DB01606	DB01413
DB08818	DB00244
DB00426	DB00482
DB00210	DB00250
DB00413	DB01367
DB00571	DB00749
DB00257	DB00443
DB00822	DB11246
DB00996	DB09061
DB00596	DB00799
DB00760	DB12107
DB00921	DB12543
DB09096	DB00755
DB00275	DB00482
DB00814	DB00736
DB06819	DB08834
DB00482	DB00381
DB01062	DB01085
DB08897	DB00983
DB00181	DB00659
DB00554	DB13178
DB00977	DB00717
DB00929	DB00586
DB06713	DB00977
DB00770	DB00457
DB11148	DB01221
DB00787	DB00741
DB01117	DB01131
DB00120	DB13411
DB00811	DB00105
DB00981	DB00747
DB14583	DB00977
DB00163	DB00806
DB00957	DB00977
DB00603	DB13956
DB01190	DB00755
DB00321	DB01221
DB00332	DB06694
DB00388	DB00465
DB01076	DB06281
DB01393	DB00861
DB09274	DB12975
DB01109	DB00281
DB09112	DB00974
DB00543	DB00975
DB01132	DB08822
DB01065	DB00490
DB00175	DB00945
DB00331	DB01252
DB00935	DB00764
DB00788	DB00927
DB00540	DB00455
DB00166	DB00678
DB07615	DB00437
DB01261	DB01132
DB00983	DB00588
DB00708	DB00897
DB01085	DB01036
DB01076	DB01029
DB01234	DB00207
DB00177	DB08860
DB06156	DB00264
DB09269	DB03793
DB00796	DB01115
DB12100	DB14512
DB12107	DB13028
DB00177	DB04861
DB00177	DB09232
DB06260	DB00692
DB01106	DB08906
DB00654	DB13931
DB00575	DB00704
DB00193	DB00704
DB01083	DB00284
DB00935	DB09085
DB12526	DB08906
DB00328	DB00367
DB14043	DB00470
DB00809	DB13262
DB00193	DB00482
DB00594	DB00695
DB00612	DB00381
DB01156	DB00656
DB00766	DB01415
DB00515	DB00668
DB00169	DB00481
DB15465	DB00316
DB09205	DB00883
DB00545	DB00904
DB09061	DB00184
DB14596	DB00484
DB01216	DB00350
DB00684	DB14598
DB11751	DB08864
DB01395	DB12235
DB12935	DB00331
DB15653	DB12301
DB11872	DB00441
DB00317	DB00563
DB00295	DB14043
DB00571	DB12465
DB01020	DB00381
DB01364	DB06742
DB06742	DB01407
DB06742	DB00125
DB00151	DB06742
DB02701	DB12243
DB09357	DB06694
DB01054	DB00264
DB04864	DB01043
DB01023	DB00966
DB00796	DB01023
DB00264	DB01023
DB09231	DB00999
DB02701	DB00699
DB00514	DB00852
DB00492	DB01029
DB00492	DB00999
DB04864	DB00843
DB00768	DB00471
DB00243	DB09083
DB11288	DB01235
DB09214	DB01009
DB00948	DB09324
DB00175	DB09237
DB06742	DB01001
DB06016	DB01175
DB11288	DB00798
DB00778	DB06742
DB01235	DB02097
DB00493	DB01606
DB12153	DB04335
DB00833	DB09019
DB09512	DB00836
DB00163	DB00126
DB00584	DB01023
DB09237	DB00678
DB01606	DB13778
DB00994	DB00741
DB01400	DB11785
DB00796	DB00275
DB00492	DB00584
DB00650	DB00165
DB00550	DB00678
DB00550	DB00542
DB01166	DB05229
DB00163	DB09270
DB01076	DB09230
DB01206	DB01362
DB00381	DB00255
DB01234	DB01109
DB09019	DB00567
DB00766	DB13778
DB12046	DB00945
DB00749	DB00806
DB00806	DB00586
DB00608	DB00112
DB09026	DB00966
DB04854	DB01032
DB04854	DB12319
DB14725	DB01606
DB14725	DB09324
DB00398	DB04900
DB00213	DB01184
DB00393	DB12243
DB00758	DB00627
DB01050	DB00125
DB00305	DB11672
DB00334	DB06594
DB01410	DB01274
DB01274	DB01222
DB00722	DB09230
DB01188	DB00300
DB04874	DB06263
DB01234	DB00563
DB04967	DB00642
DB04849	DB12774
DB00275	DB09237
DB01248	DB09078
DB09096	DB00162
DB06742	DB01114
DB00758	DB08814
DB00514	DB01114
DB13026	DB00878
DB01091	DB00455
DB01627	DB00919
DB00766	DB00203
DB01060	DB06742
DB06742	DB00207
DB00222	DB00966
DB06750	DB15246
DB06750	DB06749
DB03754	DB06725
DB12153	DB00640
DB13049	DB01229
DB11485	DB09324
DB14081	DB15579
DB08621	DB09273
DB00966	DB09230
DB01852	DB01179
DB00302	DB00126
DB00721	DB00050
DB00796	DB00264
DB04115	DB05767
DB01296	DB00141
DB01017	DB01045
DB00443	DB00798
DB00796	DB09026
DB13049	DB01248
DB00627	DB00381
DB08162	DB05229
DB08162	DB00203
DB00415	DB00766
DB10520	DB00531
DB00582	DB01167
DB12190	DB01606
DB00760	DB09324
DB01050	DB12770
DB00153	DB00163
DB00136	DB01410
DB00136	DB14512
DB00136	DB00588
DB00136	DB01222
DB01059	DB01438
DB00515	DB06697
DB00526	DB06235
DB00766	DB13470
DB01076	DB09237
DB00330	DB12521
DB08947	DB12439
DB00196	DB08604
DB12190	DB09324
DB00413	DB00766
DB01956	DB00808
DB09257	DB09256
DB00492	DB00381
DB00515	DB01167
DB09237	DB00808
DB01606	DB01112
DB00635	DB05232
DB00760	DB01606
DB00264	DB00381
DB00627	DB01076
DB00492	DB09237
DB09231	DB00177
DB09231	DB00264
DB00758	DB09083
DB09231	DB00542
DB00945	DB00255
DB00289	DB00165
DB01234	DB05258
DB00332	DB05258
DB00218	DB00798
DB11288	DB08995
DB01050	DB00322
DB05258	DB01001
DB01408	DB09273
DB01606	DB01333
DB01606	DB01331
DB01098	DB09026
DB01136	DB09279
DB01333	DB09324
DB00515	DB12025
DB00213	DB00641
DB13601	DB00843
DB01956	DB12243
DB12243	DB12749
DB00582	DB06742
DB00770	DB12243
DB00863	DB13419
DB09231	DB01076
DB01058	DB01229
DB00802	DB06716
DB01109	DB00047
DB00270	DB00598
DB08822	DB00808
DB09298	DB01229
DB09257	DB03209
DB01141	DB12310
DB08815	DB01224
DB01013	DB00755
DB00281	DB00341
DB00230	DB00806
DB00317	DB01169
DB00558	DB15304
DB00758	DB01076
DB00766	DB01112
DB00493	DB00766
DB00218	DB04573
DB01059	DB11288
DB11288	DB00778
DB08818	DB13518
DB00328	DB01001
DB01053	DB11288
DB00796	DB09237
DB04794	DB00620
DB00493	DB09324
DB00997	DB04216
DB12278	DB00706
DB01136	DB06209
DB13026	DB00487
DB01263	DB15582
DB00594	DB13532
DB01083	DB00491
DB00537	DB00591
DB01327	DB09324
DB01606	DB01327
DB00169	DB01043
DB01165	DB00126
DB02709	DB04216
DB00398	DB12340
DB09110	DB00588
DB01410	DB09110
DB01410	DB06151
DB01222	DB06151
DB06151	DB14512
DB09274	DB00207
DB00796	DB11638
DB00143	DB04335
DB06228	DB01238
DB13026	DB00741
DB00869	DB13122
DB00264	DB00945
DB01017	DB00741
DB00612	DB00945
DB11780	DB09086
DB02709	DB12582
DB01212	DB09324
DB00853	DB00945
DB01060	DB09324
DB04854	DB01076
DB04854	DB00275
DB11100	DB14003
DB01004	DB04900
DB00331	DB00973
DB00284	DB01076
DB11288	DB12017
DB00627	DB00331
DB00334	DB01175
DB09070	DB01436
DB15579	DB01169
DB04878	DB01076
DB00916	DB01061
DB01165	DB00916
DB09062	DB00916
DB01606	DB01329
DB09231	DB00275
DB01037	DB00158
DB00916	DB00446
DB00614	DB00595
DB09036	DB06273
DB08875	DB12340
DB00766	DB00916
DB00916	DB00948
DB08860	DB00966
DB00213	DB13025
DB01222	DB00871
DB00335	DB00381
DB11359	DB00514
DB11964	DB00945
DB09298	DB01586
DB02375	DB01235
DB09488	DB01436
DB00684	DB06781
DB00972	DB14512
DB15594	DB00620
DB09274	DB01076
DB12545	DB00758
DB00563	DB01229
DB00335	DB01054
DB00030	DB02701
DB06623	DB00586
DB00818	DB00126
DB00145	DB00331
DB11256	DB00331
DB01062	DB06190
DB00724	DB00799
DB11785	DB00457
DB01064	DB01254
DB01065	DB06742
DB01050	DB01065
DB01065	DB12243
DB01065	DB00927
DB00819	DB00909
DB01065	DB00213
DB01065	DB00448
DB01065	DB00736
DB01065	DB06717
DB01065	DB00338
DB00829	DB01174
DB01065	DB00904
DB09290	DB01065
DB01065	DB00889
DB05767	DB00544
DB06480	DB00806
DB01065	DB09273
DB14060	DB00482
DB01120	DB00641
DB11638	DB11672
DB08860	DB01023
DB00619	DB11672
DB01234	DB11699
DB00203	DB01115
DB00158	DB00973
DB01197	DB00945
DB01212	DB00281
DB09274	DB12025
DB01076	DB00999
DB04104	DB00997
DB00273	DB01956
DB00864	DB00196
DB00916	DB00614
DB00646	DB13724
DB01026	DB08823
DB02709	DB12379
DB01956	DB13751
DB04951	DB04335
DB11176	DB00137
DB12834	DB00207
DB01137	DB00736
DB06151	DB00244
DB00571	DB01043
DB04854	DB11994
DB00571	DB00843
DB02709	DB00997
DB00997	DB13480
DB01072	DB00170
DB11582	DB00586
DB00130	DB04876
DB11560	DB00999
DB15044	DB01073
DB00818	DB00712
DB00798	DB05258
DB01166	DB08816
DB11925	DB08831
DB01656	DB00938
DB01656	DB01409
DB00530	DB11737
DB05245	DB00878
DB09274	DB12038
DB12545	DB08816
DB01656	DB05039
DB04599	DB13082
DB01656	DB01408
DB07767	DB00270
DB14512	DB00341
DB01410	DB00341
DB00588	DB00341
DB08814	DB00945
DB05259	DB00242
DB00193	DB00749
DB00270	DB04216
DB01551	DB00316
DB09256	DB00341
DB12422	DB01248
DB11288	DB13601
DB03614	DB01166
DB00323	DB01235
DB00091	DB11656
DB00594	DB00530
DB00619	DB01103
DB00681	DB01167
DB02709	DB01169
DB01235	DB00184
DB00608	DB04104
DB08908	DB01132
DB11450	DB00542
DB01627	DB00338
DB00289	DB01956
DB01060	DB00301
DB00911	DB01211
DB01137	DB00966
DB00612	DB00808
DB00526	DB01262
DB13966	DB00770
DB00353	DB00107
DB00158	DB00808
DB06733	DB08059
DB01059	DB01645
DB01296	DB11672
DB04115	DB00338
DB00822	DB00126
DB02709	DB01248
DB01229	DB00755
DB08908	DB08880
DB00091	DB01852
DB00930	DB01120
DB00988	DB01268
DB01013	DB01026
DB06637	DB06685
DB05767	DB00316
DB01394	DB00586
DB00331	DB00169
DB00190	DB12163
DB08818	DB14596
DB01067	DB01698
DB01263	DB00582
DB08907	DB06203
DB02656	DB00877
DB14512	DB00857
DB09210	DB04599
DB09068	DB00843
DB00512	DB00681
DB00608	DB00541
DB00196	DB01110
DB01032	DB00567
DB12802	DB00530
DB11824	DB00331
DB01234	DB00091
DB00608	DB00762
DB09322	DB00820
DB09322	DB00862
DB11663	DB00331
DB02656	DB00023
DB04104	DB06151
DB01852	DB01229
DB00441	DB13751
DB00531	DB06177
DB00920	DB01001
DB11699	DB00526
DB13049	DB00642
DB00916	DB01110
DB09086	DB03852
DB00495	DB00781
DB08818	DB00795
DB02709	DB00331
DB01083	DB00622
DB04794	DB00857
DB01956	DB00264
DB00758	DB02709
DB00370	DB00697
DB04115	DB01261
DB01138	DB00437
DB01083	DB09055
DB00305	DB00281
DB02709	DB11672
DB01132	DB00412
DB00997	DB11544
DB06742	DB05039
DB00112	DB12328
DB01259	DB00912
DB01645	DB13178
DB00091	DB00471
DB00903	DB13601
DB01127	DB00620
DB00331	DB09055
DB01268	DB04115
DB06543	DB00137
DB07348	DB01248
DB13601	DB00887
DB01050	DBSALT000858
DB08916	DB11672
DB00319	DB09324
DB01083	DB01296
DB11795	DB08899
DB01005	DB02300
DB00331	DB06091
DB08814	DB08816
DB00196	DB06742
DB00158	DB00544
DB01150	DB09019
DB00695	DB00421
DB04878	DB00222
DB04878	DB01067
DB00300	DB14126
DB01234	DB01394
DB01167	DB05102
DB01050	DB00959
DB05990	DB00973
DB00316	DB00915
DB01190	DB00916
DB00515	DB00201
DB01296	DB01956
DB00514	DB06742
DB11288	DB00997
DB09099	DB12038
DB01229	DB12038
DB01412	DB00852
DB00829	DB00818
DB01183	DB00327
DB11780	DB03205
DB11666	DB00441
DB11785	DB12038
DB09237	DB08822
DB00479	DB04115
DB05245	DB00281
DB00523	DB01132
DB00199	DB06742
DB01234	DB00391
DB00608	DB08828
DB00968	DB00966
DB00864	DB01685
DB00996	DB04953
DB01032	DB00945
DB00137	DB00484
DB09232	DB00350
DB15584	DB06750
DB00722	DB01119
DB12052	DB13036
DB15579	DB11672
DB08818	DB00959
DB08818	DB00945
DB01137	DB04115
DB01073	DB00398
DB00140	DB11672
DB00159	DB13854
DB00316	DB01114
DB04115	DB13751
DB09292	DB00275
DB00796	DB09292
DB09292	DB09279
DB11288	DB14081
DB02709	DB00126
DB00997	DB00563
DB00701	DB00959
DB08933	DB14512
DB02709	DB07715
DB00145	DB14644
DB01364	DB00277
DB01599	DB00227
DB04854	DB12039
DB00503	DB14644
DB00224	DB14644
DB11100	DB00373
DB09083	DB00883
DB00709	DB14126
DB00143	DB06230
DB00177	DB00616
DB01023	DB00883
DB00177	DB00922
DB13044	DB00914
DB00996	DB00514
DB00787	DB00446
DB01234	DB00994
DB00700	DB00790
DB00997	DB04690
DB04216	DB01229
DB00220	DB14644
DB00584	DB00158
DB01229	DB01167
DB00584	DB09292
DB00997	DB06266
DB00584	DB00264
DB01296	DB00328
DB00158	DB00152
DB00878	DB00281
DB00936	DB00857
DB00853	DB06144
DB00848	DB00533
DB01234	DB00695
DB00701	DB00860
DB00159	DB01229
DB00134	DB00736
DB01065	DB06750
DB11648	DB09053
DB14003	DB13751
DB00307	DB04942
DB00398	DB00755
DB01050	DB06756
DB00788	DB06756
DB01222	DB01409
DB00526	DB09114
DB00828	DB00440
DB00398	DB06774
DB01045	DB04743
DB00698	DB00563
DB09269	DB01060
DB15289	DB00861
DB01137	DB12038
DB00814	DB00118
DB11823	DB00215
DB01115	DB01029
DB00140	DB13178
DB08875	DB00188
DB01201	DB00601
DB12319	DB11780
DB00698	DB12831
DB01050	DB00518
DB00916	DB13139
DB00364	DB12480
DB00916	DB00741
DB01274	DB09076
DB09274	DB12598
DB04725	DB00196
DB06736	DB00328
DB11288	DB00825
DB01880	DB00572
DB11638	DB00317
DB01410	DB00972
DB09257	DB01101
DB12582	DB12618
DB00798	DB00281
DB00608	DB00716
DB00331	DB00541
DB11780	DB11785
DB08934	DB11929
DB09210	DB00848
DB00338	DB00642
DB01098	DB01029
DB09274	DB00530
DB14644	DB08930
DB14038	DB01586
DB01234	DB00179
DB11785	DB03467
DB00201	DB00184
DB11780	DB00586
DB06283	DB06655
DB04104	DB02709
DB01153	DB00857
DB00316	DB13751
DB00715	DB00158
DB06641	DB00755
DB14644	DB09101
DB00997	DB15462
DB00338	DB01211
DB06684	DB00641
DB00126	DB00945
DB08818	DB01320
DB00277	DB00920
DB00903	DB13751
DB04216	DB01114
DB00877	DB00399
DB01083	DB02709
DB00364	DB00741
DB00661	DB01229
DB00788	DB01212
DB00515	DB08868
DB00422	DB00568
DB01071	DB01698
DB00290	DB05767
DB00196	DB00601
DB00331	DB05990
DB00635	DB00811
DB00398	DB11836
DB00608	DB09053
DB00188	DB11890
DB06186	DB01099
DB00997	DB04975
DB00526	DB00126
DB13026	DB00916
DB00398	DB11672
DB11125	DB01114
DB04557	DB01058
DB01645	DB07715
DB00820	DB01012
DB01091	DB14512
DB04115	DB06749
DB12700	DB00331
DB00218	DB06742
DB00296	DB14081
DB00316	DB06756
DB04703	DB08921
DB03205	DB00169
DB01083	DB04878
DB01023	DB00126
DB00260	DB00302
DB00515	DB05767
DB11672	DB04216
DB00646	DB00163
DB08604	DB00141
DB00421	DB05794
DB01095	DB01229
DB01197	DB01115
DB00997	DB05482
DB06772	DB08899
DB00997	DB11672
DB00163	DB01043
DB00701	DB00762
DB05426	DB11797
DB00787	DB00762
DB00482	DB01229
DB12233	DB01611
DB01097	DB01611
DB11288	DB00165
DB01050	DB12248
DB14184	DB09086
DB05679	DB05459
DB01601	DB00762
DB12349	DB05767
DB08949	DB00975
DB09083	DB01954
DB00571	DB08881
DB00537	DB00456
DB06151	DB00759
DB00330	DB01082
DB00936	DB00945
DB00493	DB00479
DB00501	DB06810
DB00619	DB15579
DB00863	DB00641
DB09237	DB06630
DB00656	DB06554
DB03614	DB12749
DB04703	DB04115
DB00537	DB00860
DB00921	DB01209
DB05408	DB08901
DB13518	DB01054
DB14081	DB00620
DB00177	DB01023
DB12270	DB00317
DB15584	DB13751
DB00997	DB15246
DB12319	DB00448
DB00916	DB01598
DB00235	DB09083
DB04115	DB12156
DB00201	DB01174
DB06712	DB06630
DB00319	DB09060
DB00479	DB00319
DB12319	DB00437
DB00833	DB00766
DB00091	DB00317
DB11960	DB08831
DB11581	DB00997
DB08874	DB01045
DB01162	DB00987
DB02052	DB04216
DB12015	DB08912
DB00514	DB00381
DB11581	DB05773
DB00997	DB00412
DB08889	DB00398
DB08890	DB06655
DB15136	DB15645
DB02375	DB15136
DB12385	DB08916
DB07767	DB12025
DB09061	DB01175
DB08882	DB01276
DB11742	DB13751
DB01744	DB00825
DB00121	DB00188
DB00564	DB00121
DB00997	DB11911
DB00159	DB03756
DB00760	DB06211
DB12025	DB01039
DB00916	DB01112
DB00878	DB13281
DB08910	DB00399
DB00480	DB00399
DB00317	DB00227
DB09061	DB00476
DB00199	DB01045
DB09357	DB02701
DB05990	DB05408
DB00145	DB01060
DB02224	DB11672
DB00997	DB12340
DB00331	DB00126
DB01259	DB00619
DB00930	DB00162
DB00218	DB06781
DB09061	DB01080
DB06697	DB09274
DB09061	DB00555
DB00091	DB15150
DB08895	DB04115
DB00822	DB01229
DB01061	DB09324
DB08912	DB11730
DB01044	DB00920
DB00723	DB00572
DB02709	DB00119
DB11581	DB15499
DB00201	DB01132
DB00130	DB00126
DB02342	DB01229
DB11842	DB01233
DB11759	DB00398
DB00997	DB02375
DB11672	DB01235
DB01166	DB01238
DB14001	DB00445
DB00584	DB09053
DB08911	DB00399
DB09274	DB01169
DB04115	DB08868
DB12153	DB03756
DB15584	DB00455
DB00331	DB06750
DB09274	DB00992
DB01204	DB00997
DB11672	DB15645
DB12745	DB00640
DB13063	DB01169
DB00811	DB00126
DB01229	DB00751
DB00997	DB00641
DB00654	DB00443
DB01104	DB01267
DB01098	DB00091
DB12349	DB03424
DB00995	DB00398
DB01104	DB00734
DB00537	DB00798
DB08895	DB05219
DB01229	DB06774
DB01645	DB00291
DB11957	DB00843
DB12385	DB08865
DB14815	DB06743
DB15335	DB00544
DB09274	DB00455
DB04115	DB00317
DB01276	DB09372
DB09035	DB04115
DB00136	DB07715
DB14776	DB01586
DB01234	DB00158
DB02224	DB01166
DB00296	DB08439
DB00924	DB00586
DB06724	DB00169
DB11431	DB00681
DB01645	DB05767
DB00997	DB00678
DB01050	DB08947
DB00678	DB01132
DB00678	DB00912
DB01095	DB05812
DB00159	DB12749
DB01060	DB13281
DB06650	DB00073
DB13966	DB00281
DB01120	DB00678
DB00284	DB00678
DB06543	DB09069
DB00254	DB00331
DB00997	DB00158
DB01956	DB06711
DB00165	DB00158
DB01296	DB13518
DB11638	DB01073
DB09061	DB14050
DB00515	DB07348
DB00678	DB00412
DB08865	DB05134
DB00762	DB00997
DB00997	DB04115
DB00515	DB08818
DB06742	DB01229
DB09299	DB11751
DB07767	DB00541
DB07767	DB00317
DB00331	DB00613
DB00521	DB00974
DB00843	DB01202
DB11648	DB05812
DB06091	DB14680
DB00134	DB01229
DB11666	DB14980
DB01234	DB00227
DB00244	DB00316
DB04815	DB00843
DB00848	DB00459
DB04865	DB00997
DB02546	DB00317
DB00724	DB14680
DB09330	DB00997
DB00477	DB00331
DB00715	DB00745
DB00917	DB01101
DB01234	DB01137
DB00302	DB13751
DB11939	DB01029
DB15412	DB00441
DB00803	DB00850
DB11288	DB00921
DB01235	DB00945
DB00515	DB13044
DB00936	DB01002
DB12007	DB08818
DB01268	DB00997
DB09322	DB00443
DB11849	DB12381
DB00501	DB00158
DB00708	DB08439
DB11100	DB00878
DB01065	DB00781
DB00853	DB11672
DB01222	DB01001
DB13689	DB01248
DB09274	DB00398
DB13044	DB01611
DB00398	DB14680
DB00631	DB00563
DB01610	DB02709
DB00177	DB01197
DB08974	DB03419
DB00338	DB00712
DB15652	DB11779
DB00083	DB00620
DB01015	DB06358
DB04865	DB11740
DB00789	DB00331
DB00987	DB12442
DB09061	DB06543
DB00995	DB00482
DB09298	DB00641
DB00126	DB11248
DB04115	DB01229
DB00997	DB04263
DB00997	DB00280
DB01234	DB01017
DB00514	DBSALT000858
DB00134	DB00152
DB00825	DB13751
DB03852	DB00443
DB00126	DB01169
DB13014	DB00441
DB09079	DB01394
DB12148	DB00169
DB12695	DB09298
DB00495	DB00560
DB01234	DB08895
DB00163	DB00973
DB02709	DB00273
DB00361	DB01436
DB00398	DB00325
DB00331	DB05482
DB00441	DB00445
DB00798	DB01025
DB04998	DB00997
DB00608	DB00530
DB00945	DB04895
DB11672	DB09372
DB00411	DB00166
DB01030	DB08865
DB00040	DB00544
DB06240	DB00997
DB00158	DB00364
DB00331	DB15123
DB00997	DB00482
DB00151	DB05009
DB01222	DB06742
DB09061	DB00331
DB11288	DB05482
DB00394	DB00986
DB04854	DB00375
DB00948	DB09060
DB04115	DB15335
DB00987	DB00544
DB11581	DB15053
DB09274	DB12561
DB00196	DB08901
DB02701	DB11672
DB14184	DB00851
DB00502	DB00987
DB00220	DB00331
DB11638	DB01169
DB00317	DB00544
DB00762	DB00176
DB00747	DB00818
DB00476	DB11642
DB00671	DB00512
DB00997	DB00681
DB00997	DB06774
DB01026	DB02709
DB07715	DB00619
DB11288	DB00572
DB00244	DB14598
DB00608	DB01248
DB00350	DB00544
DB00681	DB01041
DB00243	DB04216
DB00143	DB00544
DB06439	DB00783
DB01065	DB06543
DB00998	DB00945
DB00641	DB00755
DB00641	DB09238
DB12186	DB01254
DB00563	DB00544
DB01254	DB00945
DB00678	DB14128
DB00828	DB15579
DB00332	DB09273
DB00853	DB09238
DB11638	DB01112
DB00758	DB06605
DB00760	DB00822
DB01611	DB00544
DB08818	DB00572
DB02224	DB00163
DB00260	DB00370
DB00654	DB00484
DB00317	DB15579
DB14042	DB11732
DB00673	DB00413
DB00181	DB11957
DB01098	DB00627
DB01062	DB08818
DB00813	DB00921
DB06730	DB06401
DB09357	DB03852
DB00650	DB00115
DB00125	DB00883
DB02546	DB00619
DB09512	DB00641
DB00877	DB00151
DB11642	DB00334
DB01254	DB01229
DB12177	DB01104
DB00722	DB00688
DB06235	DB00533
DB12402	DB00338
DB06595	DB00619
DB00230	DB01104
DB05109	DB01101
DB05109	DB01229
DB09357	DB00878
DB06287	DB00073
DB01137	DB00738
DB01873	DB00958
DB01076	DB00843
DB00515	DB04849
DB00476	DB04869
DB01073	DB11965
DB00787	DB00281
DB00313	DB06594
DB01079	DB04876
DB00114	DB00627
DB00234	DB06594
DB00136	DB01013
DB08954	DB00434
DB01234	DB00277
DB13053	DB00482
DB00678	DB05796
DB11869	DB09026
DB00258	DB15580
DB00916	DB00548
DB01177	DB00441
DB05259	DB06151
DB00796	DB08860
DB00814	DB00395
DB00136	DB00445
DB00370	DB00182
DB06414	DB00932
DB05105	DB14512
DB00932	DB06652
DB01590	DB00563
DB00332	DB00281
DB01254	DB12234
DB00904	DB00472
DB00996	DB00193
DB01229	DB05719
DB00682	DB00560
DB13909	DB00935
DB00165	DB04216
DB01022	DB05416
DB06155	DB04876
DB00482	DB00313
DB12402	DB01079
DB00295	DB12664
DB00990	DB06202
DB00619	DB09078
DB09036	DB00188
DB01270	DB04895
DB09324	DB01413
DB00796	DB00149
DB05298	DB00938
DB11642	DB00745
DB00681	DB01609
DB00201	DB04908
DB00852	DB00950
DB00972	DB12322
DB02546	DB01254
DB01278	DB01306
DB06151	DB14480
DB01050	DB00297
DB00877	DB00936
DB00515	DB11665
DB06403	DB09026
DB03929	DB01043
DB01409	DB00588
DB00996	DB00788
DB04481	DB13518
DB02375	DB04216
DB00997	DB08059
DB01043	DB08883
DB04849	DB11689
DB06762	DB00350
DB00193	DB00465
DB01050	DB01075
DB06195	DB00530
DB00091	DB00620
DB05171	DB00843
DB00193	DB01050
DB00920	DB06711
DB00158	DB06756
DB08823	DB00602
DB01225	DB12364
DB00346	DB06751
DB00530	DB12378
DB09061	DB11755
DB00997	DB06075
DB08885	DB00762
DB01132	DB00885
DB00788	DB01046
DB00555	DB01068
DB00193	DB00605
DB06151	DB13131
DB06287	DB05931
DB12793	DB00328
DB09286	DB00215
DB01190	DB00210
DB05426	DB01077
DB04934	DB00150
DB00381	DB00750
DB04925	DB00009
DB13087	DB15153
DB00627	DB00945
DB00892	DB07477
DB00482	DB00285
DB11176	DB01698
DB02709	DB04936
DB05737	DB01076
DB00963	DB00465
DB12153	DB08844
DB08869	DB00503
DB00526	DB11678
DB00099	DB00087
DB00860	DB00620
DB00758	DB09030
DB00531	DB06243
DB00627	DB03756
DB01093	DB00712
DB00233	DB05521
DB01120	DB04876
DB11648	DB08911
DB09089	DB13500
DB08911	DB12703
DB00515	DB06772
DB00997	DB00019
DB09038	DB01132
DB00002	DB00369
DB00373	DB13122
DB01022	DB02701
DB04868	DB01006
DB11648	DB06589
DB12047	DB00773
DB00441	DB06273
DB01255	DB01018
DB08868	DB14011
DB00594	DB00384
DB00335	DB00966
DB00927	DB00712
DB11743	DB05812
DB05423	DB00860
DB01085	DB00209
DB06151	DB13178
DB12242	DB12047
DB12047	DB11651
DB12047	DB11689
DB00333	DB00997
DB00072	DB11890
DB09076	DB08906
DB12039	DB09220
DB00712	DB00281
DB12565	DB06769
DB11689	DB08881
DB00143	DB00316
DB00112	DB00887
DB14043	DB09298
DB00230	DB00115
DB00768	DB00465
DB00514	DB00482
DB00712	DB11582
DB01050	DB01114
DB00169	DB00244
DB00904	DB00953
DB06151	DB00126
DB11994	DB00712
