db_id	atc_code	level_4	level_4_name	level_3	level_3_name	level_2	level_2_name	level_1	level_1_name
DB00180	R01AD04	R01AD	Corticosteroids	R01A	Decongestants, other nasal preparations for topical use	R01	Nasal preparations	R	Respiratory system
DB00180	R03BA03	R03BA	Glucocorticoids	R03B	Other drugs for obstructive airway diseases, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00181	M03BX01	M03BX	Other centrally acting agents	M03B	Muscle relaxants, centrally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00182	N06BA01	N06BA	Centrally acting sympathomimetics	N06B	Psychostimulants, agents used for adhd, nootropics	N06	Psychoanaleptics	N	Nervous system
DB00183	V04CG04	V04CG	Tests for gastric secretion	V04C	Other diagnostic agents	V04	Diagnostic agents	V	Various
DB00184	N07BA01	N07BA	Drugs used in nicotine dependence	N07B	Drugs used in addictive disorders	N07	Other nervous system drugs	N	Nervous system
DB00185	N07AX03	N07AX	Other parasympathomimetics	N07A	Parasympathomimetics	N07	Other nervous system drugs	N	Nervous system
DB00186	N05BA06	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB00186	N05BA56	N05BA	Benzodiazepine derivatives	N05B	Anxiolytics	N05	Psycholeptics	N	Nervous system
DB00187	C07AB09	C07AB	Beta blocking agents, selective	C07A	Beta blocking agents	C07	Beta blocking agents	C	Cardiovascular system
DB00188	L01XX32	L01XX	Other antineoplastic agents	L01X	Other antineoplastic agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00189	N05CM08	N05CM	Other hypnotics, sedatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00191	A08AA01	A08AA	Centrally acting antiobesity products	A08A	Antiobesity preparations, excl. diet products	A08	Antiobesity preparations, excl. diet products	A	Alimentary tract, metabolism
DB00193	N02AX52	N02AX	Other opioids	N02A	Opioids	N02	Analgesics	N	Nervous system
DB00193	N02AX02	N02AX	Other opioids	N02A	Opioids	N02	Analgesics	N	Nervous system
DB00194	J05AB03	J05AB	Nucleosides, nucleotides excl. reverse transcriptase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00194	S01AD06	S01AD	Antivirals	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00195	C07AB05	C07AB	Beta blocking agents, selective	C07A	Beta blocking agents	C07	Beta blocking agents	C	Cardiovascular system
DB00195	S01ED52	S01ED	Beta blocking agents	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB00195	S01ED02	S01ED	Beta blocking agents	S01E	Antiglaucoma preparations, miotics	S01	Ophthalmologicals	S	Sensory organs
DB00196	D01AC15	D01AC	Imidazole, triazole derivatives	D01A	Antifungals for topical use	D01	Antifungals for dermatological use	D	Dermatologicals
DB00196	J02AC01	J02AC	Triazole derivatives	J02A	Antimycotics for systemic use	J02	Antimycotics for systemic use	J	Antiinfectives for systemic use
DB00196	J01RA07	J01RA	Combinations of antibacterials	J01R	Combinations of antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00197	A10BG01	A10BG	Thiazolidinediones	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00198	J05AH02	J05AH	Neuraminidase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00199	D10AF52	D10AF	Antiinfectives for treatment of acne	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB00199	J01FA01	J01FA	Macrolides	J01F	Macrolides, lincosamides, streptogramins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00199	D10AF02	D10AF	Antiinfectives for treatment of acne	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB00199	S01AA17	S01AA	Antibiotics	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00200	B03BA03	B03BA	Vitamin b12 (cyanocobalamin, analogues)	B03B	Vitamin b12, folic acid	B03	Antianemic preparations	B	Blood, blood forming organs
DB00200	V03AB33	V03AB	Antidotes	V03A	All other therapeutic products	V03	All other therapeutic products	V	Various
DB00200	B03BA53	B03BA	Vitamin b12 (cyanocobalamin, analogues)	B03B	Vitamin b12, folic acid	B03	Antianemic preparations	B	Blood, blood forming organs
DB00201	V04CG30	V04CG	Tests for gastric secretion	V04C	Other diagnostic agents	V04	Diagnostic agents	V	Various
DB00201	R03DA20	R03DA	Xanthines	R03D	Other systemic drugs for obstructive airway diseases	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00201	N06BC01	N06BC	Xanthine derivatives	N06B	Psychostimulants, agents used for adhd, nootropics	N06	Psychoanaleptics	N	Nervous system
DB00202	M03AB01	M03AB	Choline derivatives	M03A	Muscle relaxants, peripherally acting agents	M03	Muscle relaxants	M	Musculo-skeletal system
DB00203	G04BE03	G04BE	Drugs used in erectile dysfunction	G04B	Urologicals	G04	Urologicals	G	Genito urinary system, sex hormones
DB00203	G01AE10	G01AE	Sulfonamides	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00204	C01BD04	C01BD	Antiarrhythmics, class iii	C01B	Antiarrhythmics, class i, iii	C01	Cardiac therapy	C	Cardiovascular system
DB00205	P01BF04	P01BF	Artemisinin, derivatives, combinations	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB00205	P01BD01	P01BD	Diaminopyrimidines	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB00205	P01BD51	P01BD	Diaminopyrimidines	P01B	Antimalarials	P01	Antiprotozoals	P	Antiparasitic products, insecticides, repellents
DB00206	C02LA51	C02LA	Rauwolfia alkaloids, diuretics in combination	C02L	Antihypertensives, diuretics in combination	C02	Antihypertensives	C	Cardiovascular system
DB00206	C02AA52	C02AA	Rauwolfia alkaloids	C02A	Antiadrenergic agents, centrally acting	C02	Antihypertensives	C	Cardiovascular system
DB00206	C02LA71	C02LA	Rauwolfia alkaloids, diuretics in combination	C02L	Antihypertensives, diuretics in combination	C02	Antihypertensives	C	Cardiovascular system
DB00206	C02LA01	C02LA	Rauwolfia alkaloids, diuretics in combination	C02L	Antihypertensives, diuretics in combination	C02	Antihypertensives	C	Cardiovascular system
DB00206	C02AA02	C02AA	Rauwolfia alkaloids	C02A	Antiadrenergic agents, centrally acting	C02	Antihypertensives	C	Cardiovascular system
DB00207	J01FA10	J01FA	Macrolides	J01F	Macrolides, lincosamides, streptogramins	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00207	S01AA26	S01AA	Antibiotics	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00207	J01RA07	J01RA	Combinations of antibacterials	J01R	Combinations of antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00208	B01AC05	B01AC	Platelet aggregation inhibitors excl. heparin	B01A	Antithrombotic agents	B01	Antithrombotic agents	B	Blood, blood forming organs
DB00209	A03DA06	A03DA	Synthetic anticholinergic agents in combination with analgesics	A03D	Antispasmodics in combination with analgesics	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB00209	G04BD09	G04BD	Drugs for urinary frequency, incontinence	G04B	Urologicals	G04	Urologicals	G	Genito urinary system, sex hormones
DB00210	D10AD53	D10AD	Retinoids for topical use in acne	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB00210	D10AD03	D10AD	Retinoids for topical use in acne	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB00211	C01CA17	C01CA	Adrenergic, dopaminergic agents	C01C	Cardiac stimulants excl. cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB00212	C09XA01	C09XA	Renin-inhibitors	C09X	Other agents acting on the renin-angiotensin system	C09	Agents acting on the renin-angiotensin system	C	Cardiovascular system
DB00213	A02BC02	A02BC	Proton pump inhibitors	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00213	A02BD04	A02BD	Combinations for eradication of helicobacter pylori	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00213	A02BD11	A02BD	Combinations for eradication of helicobacter pylori	A02B	Drugs for peptic ulcer, gastro-oesophageal reflux disease (gord)	A02	Drugs for acid related disorders	A	Alimentary tract, metabolism
DB00214	C03CA04	C03CA	Sulfonamides, plain	C03C	High-ceiling diuretics	C03	Diuretics	C	Cardiovascular system
DB00215	N06AB04	N06AB	Selective serotonin reuptake inhibitors	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB00216	N02CC06	N02CC	Selective serotonin (5ht1) agonists	N02C	Antimigraine preparations	N02	Analgesics	N	Nervous system
DB00217	C02CC01	C02CC	Guanidine derivatives	C02C	Antiadrenergic agents, peripherally acting	C02	Antihypertensives	C	Cardiovascular system
DB00218	J01MA14	J01MA	Fluoroquinolones	J01M	Quinolone antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00218	S01AE07	S01AE	Fluoroquinolones	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00219	A03AB53	A03AB	Synthetic anticholinergics, quaternary ammonium compounds	A03A	Drugs for functional gastrointestinal disorders	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB00219	A03AB03	A03AB	Synthetic anticholinergics, quaternary ammonium compounds	A03A	Drugs for functional gastrointestinal disorders	A03	Drugs for functional gastrointestinal disorders	A	Alimentary tract, metabolism
DB00220	J05AE04	J05AE	Protease inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00221	R03AC07	R03AC	Selective beta-2-adrenoreceptor agonists	R03A	Adrenergics, inhalants	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00221	R03CC06	R03CC	Selective beta-2-adrenoreceptor agonists	R03C	Adrenergics for systemic use	R03	Drugs for obstructive airway diseases	R	Respiratory system
DB00222	A10BB12	A10BB	Sulfonylureas	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00222	A10BD06	A10BD	Combinations of oral blood glucose lowering drugs	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00222	A10BD04	A10BD	Combinations of oral blood glucose lowering drugs	A10B	Blood glucose lowering drugs, excl. insulins	A10	Drugs used in diabetes	A	Alimentary tract, metabolism
DB00223	D07AC10	D07AC	Corticosteroids, potent (group iii)	D07A	Corticosteroids, plain	D07	Corticosteroids, dermatological preparations	D	Dermatologicals
DB00224	J05AE02	J05AE	Protease inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00225	V08CA03	V08CA	Paramagnetic contrast media	V08C	Magnetic resonance imaging contrast media	V08	Contrast media	V	Various
DB00227	C10BA01	C10BA	Hmg coa reductase inhibitors in combination with other lipid modifying agents	C10B	Lipid modifying agents, combinations	C10	Lipid modifying agents	C	Cardiovascular system
DB00227	C10AA02	C10AA	Hmg coa reductase inhibitors	C10A	Lipid modifying agents, plain	C10	Lipid modifying agents	C	Cardiovascular system
DB00228	N01AB04	N01AB	Halogenated hydrocarbons	N01A	Anesthetics, general	N01	Anesthetics	N	Nervous system
DB00229	J01DC07	J01DC	Second-generation cephalosporins	J01D	Other beta-lactam antibacterials	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00230	N03AX16	N03AX	Other antiepileptics	N03A	Antiepileptics	N03	Antiepileptics	N	Nervous system
DB00231	N05CD07	N05CD	Benzodiazepine derivatives	N05C	Hypnotics, sedatives	N05	Psycholeptics	N	Nervous system
DB00232	C03AA08	C03AA	Thiazides, plain	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB00232	C03AB08	C03AB	Thiazides, potassium in combination	C03A	Low-ceiling diuretics, thiazides	C03	Diuretics	C	Cardiovascular system
DB00232	G01AE10	G01AE	Sulfonamides	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00233	J04AA02	J04AA	Aminosalicylic acid, derivatives	J04A	Drugs for treatment of tuberculosis	J04	Antimycobacterials	J	Antiinfectives for systemic use
DB00233	J04AA01	J04AA	Aminosalicylic acid, derivatives	J04A	Drugs for treatment of tuberculosis	J04	Antimycobacterials	J	Antiinfectives for systemic use
DB00233	J04AA03	J04AA	Aminosalicylic acid, derivatives	J04A	Drugs for treatment of tuberculosis	J04	Antimycobacterials	J	Antiinfectives for systemic use
DB00234	N06AX18	N06AX	Other antidepressants	N06A	Antidepressants	N06	Psychoanaleptics	N	Nervous system
DB00235	C01CE02	C01CE	Phosphodiesterase inhibitors	C01C	Cardiac stimulants excl. cardiac glycosides	C01	Cardiac therapy	C	Cardiovascular system
DB00236	L01AX02	L01AX	Other alkylating agents	L01A	Alkylating agents	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00238	J05AG01	J05AG	Non-nucleoside reverse transcriptase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00238	J05AR05	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00238	J05AR07	J05AR	Antivirals for treatment of hiv infections, combinations	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00239	D01AC11	D01AC	Imidazole, triazole derivatives	D01A	Antifungals for topical use	D01	Antifungals for dermatological use	D	Dermatologicals
DB00239	G01AF17	G01AF	Imidazole derivatives	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00239	G01AF20	G01AF	Imidazole derivatives	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00240	S01BA10	S01BA	Corticosteroids, plain	S01B	Antiinflammatory agents	S01	Ophthalmologicals	S	Sensory organs
DB00240	D07AB10	D07AB	Corticosteroids, moderately potent (group ii)	D07A	Corticosteroids, plain	D07	Corticosteroids, dermatological preparations	D	Dermatologicals
DB00242	L01BB04	L01BB	Purine analogues	L01B	Antimetabolites	L01	Antineoplastic agents	L	Antineoplastic, immunomodulating agents
DB00243	C01EB18	C01EB	Other cardiac preparations	C01E	Other cardiac preparations	C01	Cardiac therapy	C	Cardiovascular system
DB00244	A07EC02	A07EC	Aminosalicylic acid, similar agents	A07E	Intestinal antiinflammatory agents	A07	Antidiarrheals, intestinal antiinflammatory/antiinfective agents	A	Alimentary tract, metabolism
DB00245	N04AC01	N04AC	Ethers of tropine or tropine derivatives	N04A	Anticholinergic agents	N04	Anti-parkinson drugs	N	Nervous system
DB00246	N05AE04	N05AE	Indole derivatives	N05A	Antipsychotics	N05	Psycholeptics	N	Nervous system
DB00247	N02CA04	N02CA	Ergot alkaloids	N02C	Antimigraine preparations	N02	Analgesics	N	Nervous system
DB00248	N04BC06	N04BC	Dopamine agonists	N04B	Dopaminergic agents	N04	Anti-parkinson drugs	N	Nervous system
DB00248	G02CB03	G02CB	Prolactine inhibitors	G02C	Other gynecologicals	G02	Other gynecologicals	G	Genito urinary system, sex hormones
DB00249	J05AB02	J05AB	Nucleosides, nucleotides excl. reverse transcriptase inhibitors	J05A	Direct acting antivirals	J05	Antivirals for systemic use	J	Antiinfectives for systemic use
DB00249	S01AD01	S01AD	Antivirals	S01A	Antiinfectives	S01	Ophthalmologicals	S	Sensory organs
DB00249	D06BB01	D06BB	Antivirals	D06B	Chemotherapeutics for topical use	D06	Antibiotics, chemotherapeutics for dermatological use	D	Dermatologicals
DB00250	D10AX05	D10AX	Other anti-acne preparations for topical use	D10A	Anti-acne preparations for topical use	D10	Anti-acne preparations	D	Dermatologicals
DB00250	J04BA02	J04BA	Drugs for treatment of lepra	J04B	Drugs for treatment of lepra	J04	Antimycobacterials	J	Antiinfectives for systemic use
DB00251	G01AG02	G01AG	Triazole derivatives	G01A	Antiinfectives, antiseptics, excl. combinations with corticosteroids	G01	Gynecological antiinfectives, antiseptics	G	Genito urinary system, sex hormones
DB00252	N03AB02	N03AB	Hydantoin derivatives	N03A	Antiepileptics	N03	Antiepileptics	N	Nervous system
DB00252	N03AB52	N03AB	Hydantoin derivatives	N03A	Antiepileptics	N03	Antiepileptics	N	Nervous system
DB00253	S01BA08	S01BA	Corticosteroids, plain	S01B	Antiinflammatory agents	S01	Ophthalmologicals	S	Sensory organs
DB00254	A01AB22	A01AB	Antiinfectives, antiseptics for local oral treatment	A01A	Stomatological preparations	A01	Stomatological preparations	A	Alimentary tract, metabolism
DB00254	J01AA20	J01AA	Tetracyclines	J01A	Tetracyclines	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
DB00254	J01AA02	J01AA	Tetracyclines	J01A	Tetracyclines	J01	Antibacterials for systemic use	J	Antiinfectives for systemic use
